400,0.0041
401,0.0042
402,0.0042
403,0.0042
404,0.0041
405,0.004
406,0.0037
407,0.004
408,0.0038
409,0.0037
410,0.0037
411,0.0039
412,0.0038
413,0.0037
414,0.0037
415,0.0037
416,0.0037
417,0.0036
418,0.0037
419,0.0038
420,0.0038
421,0.0038
422,0.0038
423,0.0038
424,0.0039
425,0.004
426,0.0039
427,0.004
428,0.0041
429,0.0042
430,0.0043
431,0.0044
432,0.0044
433,0.0045
434,0.0044
435,0.0045
436,0.0049
437,0.0049
438,0.0051
439,0.0051
440,0.0052
441,0.0054
442,0.0055
443,0.0058
444,0.0061
445,0.0061
446,0.0064
447,0.0066
448,0.0067
449,0.0071
450,0.0073
451,0.0074
452,0.0079
453,0.008
454,0.0083
455,0.0087
456,0.009
457,0.0094
458,0.0099
459,0.0101
460,0.0106
461,0.0109
462,0.0112
463,0.0117
464,0.0124
465,0.0127
466,0.0132
467,0.0135
468,0.0139
469,0.0147
470,0.0152
471,0.0156
472,0.0164
473,0.0168
474,0.0174
475,0.0182
476,0.0186
477,0.0194
478,0.0198
479,0.0205
480,0.0214
481,0.0223
482,0.0229
483,0.0238
484,0.0243
485,0.0249
486,0.0258
487,0.0268
488,0.0275
489,0.0284
490,0.0292
491,0.0303
492,0.0314
493,0.0316
494,0.0329
495,0.0341
496,0.0349
497,0.0361
498,0.0369
499,0.0381
500,0.0389
501,0.0402
502,0.041
503,0.0428
504,0.0435
505,0.0444
506,0.0454
507,0.0467
508,0.0475
509,0.049
510,0.0502
511,0.0515
512,0.0523
513,0.0537
514,0.0547
515,0.056
516,0.0573
517,0.0586
518,0.06
519,0.0608
520,0.062
521,0.0635
522,0.0638
523,0.066
524,0.067
525,0.0681
526,0.0695
527,0.0706
528,0.0721
529,0.073
530,0.0739
531,0.0752
532,0.0766
533,0.0778
534,0.0789
535,0.0797
536,0.0811
537,0.0826
538,0.0834
539,0.0851
540,0.0862
541,0.0872
542,0.088
543,0.0895
544,0.0903
545,0.0915
546,0.0928
547,0.0935
548,0.0945
549,0.0961
550,0.0967
551,0.0976
552,0.0985
553,0.0993
554,0.1009
555,0.1008
556,0.1021
557,0.1031
558,0.1042
559,0.1051
560,0.1063
561,0.1072
562,0.1082
563,0.1084
564,0.1096
565,0.1104
566,0.1105
567,0.1116
568,0.1124
569,0.1127
570,0.1139
571,0.1146
572,0.1148
573,0.1151
574,0.116
575,0.1163
576,0.1173
577,0.1179
578,0.1183
579,0.1178
580,0.1192
581,0.1197
582,0.12
583,0.1205
584,0.1218
585,0.1214
586,0.1212
587,0.1214
588,0.1229
589,0.1223
590,0.1226
591,0.1233
592,0.123
593,0.1233
594,0.1239
595,0.1238
596,0.124
597,0.1247
598,0.1244
599,0.1247
600,0.1245
601,0.1246
602,0.1244
603,0.1245
604,0.1249
605,0.1249
606,0.1247
607,0.125
608,0.1251
609,0.1244
610,0.125
611,0.1251
612,0.1255
613,0.1251
614,0.1245
615,0.1248
616,0.1232
617,0.1244
618,0.1236
619,0.1238
620,0.1236
621,0.124
622,0.1227
623,0.1226
624,0.1222
625,0.1216
626,0.1225
627,0.122
628,0.1219
629,0.1206
630,0.1209
631,0.1202
632,0.1214
633,0.1195
634,0.1191
635,0.1193
636,0.119
637,0.1172
638,0.1173
639,0.1181
640,0.1157
641,0.1164
642,0.1159
643,0.1135
644,0.115
645,0.1155
646,0.1131
647,0.1148
648,0.1135
649,0.1125
650,0.1109
651,0.1109
652,0.1109
653,0.1095
654,0.1087
655,0.1097
656,0.1086
657,0.1082
658,0.1071
659,0.1071
660,0.1071
661,0.1053
662,0.1048
663,0.1031
664,0.1036
665,0.1041
666,0.1025
667,0.1028
668,0.1004
669,0.0993
670,0.0998
671,0.0986
672,0.0985
673,0.0974
674,0.0965
675,0.0966
676,0.0953
677,0.0949
678,0.0945
679,0.0933
680,0.0933
681,0.0926
682,0.0916
683,0.0909
684,0.0908
685,0.0903
686,0.0899
687,0.088
688,0.0868
689,0.0874
690,0.0857
691,0.0852
692,0.0851
693,0.0835
694,0.0828
695,0.083
696,0.0829
697,0.0813
